CustomerId,Age,ContractMonths,MonthlySpend,UsageHours,SupportCalls,Region,Plan,InternetType,AutoPay,Churn
C0330,32.0,37,1626.72,34.7,0,Центр,Базовый,Оптика,Да,Нет
C0331,59.0,18,1786.5,41.0,2,Север,Базовый,Мобильный,Да,Нет
C0332,47.0,13,1062.61,22.0,3,Восток,Стандарт,Оптика,Нет,Нет
C0333,30.0,31,1675.3,54.1,1,Центр,Премиум,DSL,Нет,Нет
C0334,26.0,25,1763.35,39.6,1,Юг,Стандарт,Оптика,Нет,Нет
C0335,39.0,39,1202.04,19.4,2,Север,Базовый,DSL,Да,Нет
C0336,23.0,20,1690.6,18.1,2,Север,Стандарт,Оптика,Нет,Нет
C0337,30.0,50,1693.46,25.0,3,Запад,Стандарт,Мобильный,Да,Нет
C0338,43.0,5,1213.69,34.8,1,Север,Базовый,Оптика,Да,Да
C0339,54.0,52,967.21,37.3,1,Центр,Базовый,DSL,Да,Нет
C0340,47.0,2,940.82,39.6,2,Запад,Базовый,Оптика,Да,Нет
C0341,18.0,45,1487.2,75.3,0,Восток,Стандарт,DSL,Да,Нет
C0342,43.0,21,1590.61,9.1,3,Восток,Стандарт,DSL,Да,Нет
C0343,40.0,24,1109.21,9.9,0,Центр,Стандарт,Оптика,Да,Нет
C0344,44.0,2,1461.43,27.5,1,Центр,Премиум,Оптика,Нет,Нет
C0345,60.0,43,1695.33,72.2,3,Юг,Базовый,Оптика,Нет,Нет
C0346,18.0,10,1715.82,41.9,0,Центр,Базовый,Мобильный,Нет,Да
C0347,31.0,40,2117.31,16.5,0,Центр,Базовый,DSL,Да,Нет
C0348,47.0,44,1999.1,32.1,2,Восток,Премиум,Мобильный,Да,Нет
C0349,18.0,51,1019.44,26.7,2,,Стандарт,Оптика,Нет,Нет
C0350,58.0,43,2173.94,26.2,0,Центр,Базовый,DSL,Да,Нет
C0351,44.0,19,1221.68,21.8,2,Центр,Базовый,Мобильный,Да,Нет
C0352,50.0,45,1899.3,30.7,8,Север,Стандарт,DSL,Да,Нет
C0353,32.0,50,1479.23,49.2,3,Юг,Стандарт,Оптика,Нет,Нет
C0354,50.0,20,1272.78,22.9,5,Запад,Стандарт,Оптика,Да,Нет
C0355,53.0,8,672.69,39.7,5,Центр,Базовый,Оптика,Нет,Нет
C0356,42.0,54,1376.23,43.2,1,Центр,Премиум,Мобильный,Да,Нет
C0357,42.0,9,779.47,53.9,2,Юг,Стандарт,DSL,Да,Нет
C0358,,36,1865.94,18.0,1,Север,Стандарт,Мобильный,Да,Нет
C0359,28.0,15,2102.22,29.5,1,Юг,Стандарт,DSL,Да,Нет
C0360,37.0,8,1107.33,20.5,1,Запад,Премиум,DSL,Да,Нет
C0361,37.0,47,1579.85,30.8,2,Юг,Премиум,Оптика,Нет,Нет
C0362,44.0,9,1138.08,30.7,1,Север,Стандарт,Мобильный,Да,Нет
C0363,52.0,41,1179.75,15.5,0,Запад,Стандарт,DSL,Да,Нет
C0364,25.0,42,1783.03,31.7,3,Центр,Стандарт,Мобильный,Нет,Нет
C0365,37.0,4,1433.43,77.2,1,Запад,Премиум,DSL,Да,Нет
C0366,58.0,11,2198.05,37.4,2,Юг,Стандарт,Оптика,Да,Нет
C0367,29.0,48,1242.64,13.7,2,Юг,Базовый,Оптика,Да,Нет
C0368,28.0,31,1879.71,17.3,1,Запад,Базовый,DSL,Да,Нет
C0369,42.0,8,1491.89,28.7,2,Юг,Премиум,Мобильный,Да,Нет
C0370,50.0,60,1792.18,17.6,7,Север,Премиум,Оптика,Нет,Нет
C0371,39.0,16,1257.72,52.5,1,Центр,Премиум,Оптика,Да,Нет
C0372,56.0,1,1428.69,12.7,2,Восток,Стандарт,Оптика,Нет,Нет
C0373,50.0,56,1400.34,37.5,3,Юг,Стандарт,Оптика,Да,Нет
C0374,50.0,1,1090.5,11.2,2,Центр,Премиум,Оптика,Нет,Нет
C0375,46.0,34,1734.7,28.5,2,Восток,Базовый,Мобильный,Нет,Да
C0376,69.0,60,1729.61,16.1,1,Юг,Базовый,Оптика,Да,Нет
C0377,36.0,35,1705.23,40.9,0,Север,Премиум,Оптика,Да,Нет
C0378,18.0,36,7500.0,48.2,4,Центр,Базовый,Оптика,Да,Нет
C0379,60.0,24,2073.22,34.7,1,Север,Стандарт,Оптика,Нет,Нет
C0380,33.0,8,1288.77,49.3,1,Центр,Стандарт,Оптика,Нет,Нет
C0381,40.0,35,1610.41,5.9,1,Центр,Стандарт,Оптика,Да,Да
C0382,56.0,54,1181.85,31.5,0,Север,Базовый,Оптика,Нет,Нет
C0383,18.0,6,1460.04,37.3,5,Центр,Стандарт,Оптика,Да,Нет
C0384,,53,1192.11,39.7,1,Центр,Базовый,Мобильный,Да,Нет
C0385,18.0,25,2146.63,9.2,2,Восток,Премиум,Мобильный,Нет,Нет
C0386,29.0,33,1606.39,36.2,2,Север,Базовый,Мобильный,Да,Нет
C0387,45.0,10,1356.25,40.1,3,Запад,Стандарт,Оптика,Да,Нет
C0388,46.0,38,1963.26,31.3,2,Запад,Стандарт,Оптика,Нет,Нет
C0389,43.0,11,516.64,13.8,3,Юг,Базовый,DSL,Да,Нет
C0390,21.0,17,583.94,21.7,2,Запад,Базовый,Оптика,Нет,Да
C0391,18.0,44,1792.21,52.6,1,Запад,Стандарт,DSL,Да,Нет
C0392,40.0,4,1476.0,49.7,1,Север,Базовый,DSL,Да,Нет
C0393,33.0,27,1557.69,36.9,2,Восток,Базовый,Мобильный,Да,Нет
C0394,45.0,36,879.65,41.4,4,Центр,Стандарт,Мобильный,Нет,Нет
C0395,48.0,8,1440.01,46.9,2,Восток,Премиум,Оптика,Да,Нет
C0396,41.0,18,2311.51,36.7,1,Юг,Стандарт,DSL,Да,Нет
C0397,49.0,21,1804.41,51.9,1,Центр,Стандарт,Оптика,Нет,Нет
C0398,42.0,40,1522.97,51.0,2,Центр,Премиум,Оптика,Нет,Нет
C0399,46.0,59,1261.21,89.0,3,Запад,Стандарт,Мобильный,Нет,Нет
C0400,30.0,51,1280.33,22.2,1,Север,Стандарт,Мобильный,Да,Нет
C0401,37.0,12,534.44,22.4,3,Центр,Стандарт,Оптика,Да,Нет
C0402,42.0,2,1560.79,4.1,1,Центр,Базовый,DSL,Да,Да
C0403,50.0,4,1813.56,35.4,2,Юг,Базовый,DSL,Нет,Нет
C0404,34.0,36,772.48,70.1,1,Запад,Стандарт,DSL,Нет,Нет
C0405,46.0,10,1165.59,53.9,0,Восток,Базовый,Оптика,Нет,Нет
C0406,36.0,14,952.29,43.9,2,Север,Стандарт,DSL,Да,Нет
C0407,37.0,51,1034.9,55.7,1,Центр,Базовый,DSL,Да,Нет
C0408,50.0,53,1473.0,37.6,4,Центр,Стандарт,Оптика,Да,Да
C0409,18.0,51,553.71,25.1,1,Юг,Базовый,DSL,Да,Нет
C0410,22.0,16,1714.14,78.6,4,Восток,Стандарт,Оптика,Да,Нет
C0411,20.0,38,1774.16,36.2,4,Восток,Стандарт,DSL,Да,Нет
C0412,18.0,37,1342.03,50.5,1,Север,Базовый,Мобильный,Нет,Нет
C0413,30.0,12,383.3,5.9,0,Юг,Базовый,DSL,Нет,Да
C0414,49.0,34,1021.54,6.8,1,Север,Базовый,DSL,Нет,Да
C0415,35.0,32,1980.15,32.0,3,Юг,Премиум,DSL,Нет,Нет
C0416,42.0,24,350.0,17.6,5,Юг,Базовый,Оптика,Нет,Нет
C0417,53.0,46,1300.56,33.5,2,Восток,Стандарт,DSL,Нет,Нет
C0418,56.0,41,942.6,22.4,1,Юг,Базовый,Оптика,Да,Нет
C0419,132.0,32,1795.97,95.4,3,Запад,Базовый,DSL,Нет,Нет
C0420,57.0,44,1159.7,48.5,2,Север,Стандарт,Мобильный,Да,Нет
C0421,40.0,46,1623.7,58.3,2,Центр,Стандарт,DSL,Да,Нет
C0422,28.0,35,,7.8,2,Центр,Базовый,Оптика,Да,Нет
C0423,31.0,17,2239.58,43.6,3,Юг,Премиум,Мобильный,Нет,Нет
C0424,20.0,46,1362.73,26.7,0,Юг,Базовый,DSL,Нет,Нет
C0425,27.0,44,1611.7,58.9,1,Юг,Базовый,DSL,Нет,Нет
C0426,34.0,60,811.43,40.5,2,Восток,Стандарт,Мобильный,Нет,Нет
C0427,49.0,9,1961.88,28.8,0,Центр,Стандарт,Оптика,Нет,Да
C0428,61.0,26,1122.98,14.7,0,Восток,Стандарт,DSL,Да,Нет
C0429,21.0,56,1208.88,31.7,1,Восток,Базовый,Оптика,Нет,Нет
C0430,44.0,31,1440.43,52.0,1,Север,Премиум,DSL,Нет,Нет
C0431,25.0,57,777.96,60.6,2,Север,Стандарт,Мобильный,Нет,Нет
C0432,45.0,1,1548.37,24.3,2,Центр,Премиум,Оптика,Да,Да
C0433,37.0,3,1866.01,87.7,3,Север,Премиум,Оптика,Да,Нет
C0434,18.0,48,1575.96,50.0,3,Восток,Премиум,DSL,Нет,Нет
C0435,51.0,22,766.77,17.8,1,Запад,Стандарт,Оптика,Да,Нет
C0436,31.0,32,1396.76,15.5,0,,Базовый,Оптика,Да,Нет
C0437,32.0,26,1769.07,27.6,2,Центр,Стандарт,DSL,Да,Нет
C0438,25.0,25,642.46,24.2,0,Восток,Стандарт,Мобильный,Да,Нет
C0439,30.0,57,987.85,37.8,1,Восток,Стандарт,Оптика,Да,Нет
C0440,45.0,6,1826.91,30.0,1,Север,Стандарт,Оптика,Нет,Нет
C0441,37.0,47,1566.14,25.3,1,,Базовый,DSL,Нет,Нет
C0442,43.0,54,1627.15,11.6,1,Центр,Премиум,DSL,Нет,Нет
C0443,44.0,40,2249.58,41.1,0,Центр,Базовый,Оптика,Да,Нет
C0444,56.0,24,1651.48,10.9,1,Центр,Премиум,Оптика,Да,Нет
C0445,35.0,10,1732.89,50.1,0,Центр,Базовый,Оптика,Да,Нет
C0446,20.0,41,2615.62,8.4,2,Запад,Базовый,DSL,Да,Нет
C0447,53.0,29,1358.06,10.5,2,Север,Премиум,Мобильный,Да,Нет
C0448,35.0,9,1106.91,17.7,1,Центр,Премиум,DSL,Нет,Нет
C0449,53.0,22,1633.95,23.1,1,Север,Стандарт,Оптика,Нет,Нет
C0450,44.0,58,1638.77,20.5,4,Север,Премиум,Оптика,Да,Нет
C0451,37.0,16,1223.51,23.0,1,Север,Базовый,DSL,Да,Нет
C0452,44.0,11,1006.07,33.9,0,Центр,Премиум,DSL,Да,Нет
C0453,64.0,41,2443.23,18.0,0,Восток,Базовый,DSL,Да,Нет
C0454,66.0,12,1590.54,34.0,1,Центр,Стандарт,Мобильный,Да,Нет
C0455,40.0,56,1135.12,5.9,1,Восток,Стандарт,Оптика,Да,Нет
C0456,41.0,52,1843.85,17.6,2,,Базовый,Оптика,Да,Нет
C0457,53.0,60,1403.07,10.2,1,Восток,Стандарт,Мобильный,Да,Нет
C0458,28.0,55,1341.26,49.8,1,Восток,Стандарт,Оптика,Нет,Нет
C0459,,15,1691.78,19.3,0,Центр,Базовый,Оптика,Да,Нет
C0460,39.0,13,894.49,39.8,1,Центр,Премиум,Оптика,Да,Нет
C0461,43.0,21,1601.63,9.1,1,Запад,Стандарт,Оптика,Да,Да
C0462,28.0,29,2272.57,60.1,0,Юг,Базовый,Оптика,Да,Нет
C0463,18.0,53,1650.46,30.9,2,Юг,Стандарт,Мобильный,Да,Нет
C0464,18.0,45,1288.23,190.0,1,Центр,Базовый,Оптика,Нет,Нет
C0465,24.0,39,1231.94,29.1,1,Центр,Базовый,Оптика,Нет,Да
C0466,33.0,53,1273.55,11.6,1,Юг,Стандарт,Оптика,Нет,Нет
C0467,35.0,39,1340.8,16.3,5,Запад,Базовый,Мобильный,Да,Нет
C0468,64.0,23,1287.54,25.8,2,Центр,Базовый,DSL,Да,Нет
C0469,53.0,25,1844.01,16.7,2,Восток,Стандарт,Мобильный,Да,Да
C0470,26.0,32,704.72,47.4,1,Восток,Базовый,DSL,Да,Нет
C0471,44.0,6,1820.66,30.4,3,Центр,Премиум,Оптика,Нет,Да
C0472,34.0,45,1286.73,16.8,1,Центр,Стандарт,Мобильный,Да,Нет
C0473,35.0,40,1612.09,43.8,2,Центр,Базовый,Оптика,Да,Нет
C0474,41.0,44,965.4,23.9,1,Север,Стандарт,DSL,Да,Нет
C0475,47.0,33,2021.31,42.8,4,Юг,Базовый,Мобильный,Да,Нет
C0476,35.0,47,1985.62,21.9,3,Север,Стандарт,Оптика,Нет,Нет
C0477,53.0,57,1862.62,38.4,5,Центр,Базовый,Оптика,Да,Нет
C0478,24.0,35,798.66,23.5,1,Восток,Премиум,Оптика,Да,Да
C0479,39.0,27,1806.52,47.4,2,Юг,Базовый,Оптика,Да,Нет
C0480,73.0,7,1624.09,9.2,1,Юг,Стандарт,Оптика,Нет,Нет
C0481,42.0,47,759.73,14.0,2,Юг,Базовый,DSL,Да,Нет
C0482,58.0,55,1439.55,27.0,1,Центр,Базовый,Оптика,Нет,Нет
C0483,40.0,42,1606.75,19.8,2,,Стандарт,Мобильный,Да,Нет
C0484,47.0,52,1689.11,23.1,0,Север,Стандарт,DSL,Да,Нет
C0485,38.0,52,1526.22,40.7,2,Север,Премиум,Оптика,Нет,Нет
C0486,37.0,48,1575.23,22.8,2,Центр,Базовый,Оптика,Да,Нет
C0487,29.0,31,2083.65,34.6,3,Юг,Базовый,Мобильный,Да,Да
C0488,45.0,6,1977.19,17.5,1,Юг,Базовый,Оптика,Да,Да
C0489,28.0,1,350.0,7.9,2,Север,Стандарт,Мобильный,Да,Да
C0490,48.0,13,1313.5,42.6,1,Запад,Премиум,DSL,Да,Нет
C0491,53.0,26,1379.2,66.9,4,Запад,Премиум,Оптика,Нет,Нет
C0492,44.0,45,696.6,32.8,2,Центр,Премиум,Мобильный,Да,Нет
C0493,35.0,28,1490.5,27.8,1,Восток,Базовый,Мобильный,Да,Да
C0494,45.0,2,1986.97,31.0,4,Север,Стандарт,Оптика,Да,Нет
C0495,35.0,13,982.78,55.9,4,Запад,Стандарт,Оптика,Нет,Нет
C0496,51.0,59,1594.65,33.0,2,Центр,Базовый,Оптика,Да,Нет
C0497,18.0,60,1056.2,43.7,4,Центр,Стандарт,DSL,Да,Нет
C0498,35.0,23,1161.08,42.7,1,Север,Базовый,Мобильный,Да,Нет
C0499,18.0,49,2085.28,49.4,4,Центр,Базовый,Мобильный,Да,Нет
C0500,20.0,44,1216.7,27.5,2,Восток,Премиум,Оптика,Нет,Нет
C0501,57.0,56,1648.75,21.7,1,Юг,Базовый,Оптика,Да,Нет
C0502,51.0,54,645.38,38.6,4,Центр,Премиум,Оптика,Да,Нет
C0503,30.0,38,2250.8,47.7,1,Юг,Базовый,DSL,Да,Да
C0504,19.0,24,1709.14,52.2,2,Запад,Базовый,Оптика,Нет,Нет
C0505,18.0,38,1371.53,59.4,0,Восток,Базовый,Оптика,Да,Нет
C0506,32.0,20,1697.48,45.5,2,Юг,Базовый,DSL,Да,Нет
C0507,70.0,21,843.78,21.1,1,Центр,Стандарт,Оптика,Да,Нет
C0508,45.0,37,1958.49,32.8,2,Центр,Базовый,Мобильный,Нет,Нет
C0509,32.0,35,1310.69,31.3,0,Запад,Стандарт,DSL,Нет,Нет
C0510,45.0,35,1362.25,29.5,1,Восток,Премиум,Оптика,Да,Нет
C0511,19.0,24,1238.59,38.7,1,Юг,Стандарт,Оптика,Нет,Нет
C0512,35.0,25,1200.32,26.2,1,Запад,Базовый,DSL,Нет,Да
C0513,40.0,1,1748.71,26.2,3,Центр,Стандарт,Оптика,Да,Нет
C0514,38.0,37,1560.04,68.9,0,Восток,Стандарт,Оптика,Да,Нет
C0515,49.0,35,9100.0,28.3,2,Центр,Стандарт,DSL,Да,Нет
C0516,43.0,57,1446.22,49.2,4,Центр,Базовый,DSL,Да,Нет
C0517,48.0,31,1670.68,50.7,5,Юг,Стандарт,Мобильный,Да,Нет
C0518,30.0,29,1269.9,33.2,0,Север,Стандарт,Оптика,Да,Нет
C0519,51.0,5,2408.78,26.7,4,Запад,Базовый,Оптика,Нет,Нет
C0520,60.0,12,775.79,17.9,0,Север,Базовый,Оптика,Да,Нет
C0521,26.0,21,1992.2,10.8,0,Восток,Премиум,Мобильный,Нет,Да
C0522,27.0,23,2038.2,40.1,1,Восток,Базовый,Оптика,Да,Нет
C0523,56.0,22,,36.0,3,Восток,Базовый,Мобильный,Да,Нет
C0524,37.0,24,2408.59,43.1,1,Запад,Базовый,Оптика,Нет,Нет
C0525,57.0,47,1878.06,22.5,1,Север,Стандарт,Оптика,Да,Нет
C0526,33.0,8,1867.59,72.5,0,Север,Стандарт,Оптика,Да,Да
C0527,58.0,20,1462.05,37.7,2,Центр,Базовый,Оптика,Да,Да
C0528,41.0,10,1356.59,27.7,3,Центр,Стандарт,Оптика,Нет,Нет
C0529,,19,1359.95,7.6,0,Запад,Стандарт,DSL,Да,Нет
C0530,59.0,42,1617.93,23.9,1,Юг,Базовый,Оптика,Да,Нет
C0531,34.0,3,2052.51,44.2,2,Север,Премиум,Оптика,Да,Нет
C0532,27.0,21,1527.97,58.6,0,Центр,Базовый,DSL,Да,Нет
C0533,33.0,2,1058.08,30.0,1,Юг,Базовый,Оптика,Да,Нет
C0534,45.0,58,1804.5,63.4,1,Восток,Премиум,Оптика,Да,Нет
C0535,19.0,44,1846.09,17.1,2,Центр,Премиум,Оптика,Да,Нет
C0536,47.0,15,1731.5,36.6,0,Восток,Базовый,Мобильный,Да,Да
C0537,32.0,12,1770.56,37.1,1,Юг,Премиум,Оптика,Нет,Нет
C0538,54.0,6,1333.5,40.3,2,Восток,Стандарт,Мобильный,Нет,Нет
C0539,18.0,29,1050.53,32.2,1,Центр,Базовый,Оптика,Да,Нет
C0540,29.0,46,1076.68,35.6,2,Юг,Премиум,DSL,Да,Нет
C0541,18.0,36,746.75,16.9,2,Центр,Стандарт,Мобильный,Да,Нет
C0542,28.0,53,1551.89,55.8,1,Север,Базовый,DSL,Нет,Нет
C0543,42.0,21,1414.12,46.8,5,Восток,Стандарт,Оптика,Да,Нет
C0544,37.0,17,1260.81,34.9,2,Юг,Стандарт,Оптика,Да,Нет
C0545,36.0,29,350.0,47.4,1,Центр,Базовый,Оптика,Да,Нет
C0546,37.0,13,913.65,56.7,1,Запад,Премиум,Оптика,Да,Нет
C0547,42.0,59,1931.96,40.0,1,Центр,Стандарт,Оптика,Да,Нет
C0548,26.0,12,1164.21,76.4,1,Юг,Стандарт,DSL,Да,Нет
C0549,48.0,29,1605.05,41.7,1,Запад,Стандарт,DSL,Нет,Да
C0550,48.0,32,852.01,18.4,0,Юг,Стандарт,DSL,Да,Нет
C0551,44.0,4,2068.64,34.0,2,Восток,Базовый,DSL,Нет,Нет
C0552,46.0,29,1388.07,48.3,4,Юг,Премиум,Оптика,Нет,Нет
C0553,43.0,28,1574.72,56.7,3,Восток,Стандарт,Оптика,Да,Нет
C0554,65.0,16,2450.09,32.6,5,Восток,Стандарт,Оптика,Нет,Да
C0555,38.0,8,2102.07,17.6,0,Восток,Стандарт,Оптика,Нет,Да
C0556,35.0,3,1318.18,26.4,2,Центр,Базовый,DSL,Нет,Да
C0557,29.0,1,1194.92,13.3,1,Восток,Базовый,Оптика,Нет,Да
C0558,26.0,29,1310.02,43.8,2,Центр,Базовый,Оптика,Да,Нет
C0559,,6,1669.26,23.7,1,Запад,Базовый,Мобильный,Да,Нет
C0560,27.0,58,1404.75,20.1,3,Центр,Стандарт,Оптика,Да,Нет
C0561,38.0,15,1280.05,46.0,0,Центр,Премиум,DSL,Да,Нет
C0562,,40,2080.89,62.8,0,Запад,Базовый,Оптика,Да,Нет
C0563,40.0,41,1400.89,20.1,0,Центр,Базовый,Мобильный,Да,Нет
C0564,29.0,30,2438.82,32.7,3,Север,Стандарт,Оптика,Да,Нет
C0565,51.0,54,1489.02,27.0,3,Восток,Базовый,DSL,Нет,Нет
C0566,49.0,7,2217.69,58.0,3,Центр,Премиум,DSL,Нет,Нет
C0567,37.0,15,1603.65,28.7,0,Центр,Стандарт,Оптика,Да,Нет
C0568,31.0,16,1864.07,16.7,3,Юг,Базовый,Мобильный,Да,Нет
C0569,46.0,9,1138.42,29.4,2,Центр,Базовый,Оптика,Да,Нет
C0570,41.0,18,1082.88,52.0,1,Центр,Премиум,Оптика,Нет,Нет
C0571,20.0,19,1647.67,26.2,4,Центр,Базовый,Оптика,Нет,Да
C0572,38.0,46,1875.08,21.3,3,Север,Стандарт,Мобильный,Да,Нет
C0573,42.0,19,1467.31,28.0,1,Север,Базовый,Оптика,Да,Нет
C0574,27.0,53,896.85,17.0,0,Центр,Базовый,Мобильный,Да,Нет
C0575,41.0,47,865.09,27.0,3,Юг,Премиум,Оптика,Нет,Нет
C0576,20.0,55,836.33,22.1,1,Юг,Базовый,Оптика,Нет,Нет
C0577,56.0,7,689.92,83.4,2,Центр,Базовый,Оптика,Да,Нет
C0578,55.0,60,1497.08,8.8,0,Север,Стандарт,Оптика,Да,Нет
C0579,36.0,37,1933.77,18.4,0,Запад,Премиум,Мобильный,Да,Нет
C0580,44.0,59,1444.23,21.2,2,Юг,Базовый,Оптика,Да,Нет
C0581,18.0,22,478.02,17.0,0,Север,Базовый,Оптика,Нет,Да
C0582,24.0,58,1367.97,36.8,1,Юг,Премиум,Оптика,Нет,Нет
C0583,35.0,36,1380.0,19.9,6,Центр,Стандарт,Оптика,Да,Нет
C0584,25.0,5,2351.28,12.4,0,Восток,Премиум,Оптика,Да,Нет
C0585,48.0,25,823.43,31.2,1,Запад,Стандарт,Оптика,Да,Нет
C0586,65.0,9,1282.01,25.4,4,Запад,Стандарт,Оптика,Да,Нет
C0587,24.0,57,2183.52,20.4,2,Центр,Стандарт,Оптика,Да,Нет
C0588,28.0,19,1643.49,57.3,3,Север,Базовый,Оптика,Нет,Нет
C0589,42.0,14,1692.22,37.4,2,Центр,Стандарт,DSL,Нет,Да
C0590,60.0,34,1499.27,35.3,1,Север,Стандарт,Оптика,Да,Нет
C0591,23.0,26,1591.88,37.8,0,Север,Премиум,Оптика,Нет,Нет
C0592,42.0,6,1784.37,36.9,1,Юг,Стандарт,Оптика,Нет,Нет
C0593,63.0,49,1101.92,26.1,1,Центр,Базовый,Оптика,Да,Нет
C0594,,51,1827.57,20.0,1,Запад,Стандарт,Оптика,Нет,Да
C0595,22.0,45,859.61,31.5,1,Центр,Стандарт,Мобильный,Да,Нет
C0596,33.0,38,1591.2,25.8,2,Центр,Стандарт,Оптика,Нет,Нет
C0597,32.0,25,1526.86,8.7,3,Запад,Стандарт,Оптика,Да,Да
C0598,50.0,33,1184.99,16.2,0,Восток,Стандарт,Оптика,Да,Нет
C0599,42.0,32,1440.25,24.1,2,Север,Базовый,Оптика,Да,Нет
C0600,18.0,10,1182.31,46.5,3,Юг,Стандарт,Оптика,Да,Нет
C0013,40.0,27,2335.93,54.4,4,Север,Стандарт,Оптика,Да,Нет
C0078,41.0,6,1328.4,38.3,2,Юг,Стандарт,Оптика,Да,Нет
C0145,28.0,13,1210.16,16.7,0,Север,Премиум,Оптика,Да,Нет
C0323,54.0,45,857.46,93.3,1,Юг,Премиум,Оптика,Нет,Нет
C0502,51.0,54,645.38,38.6,4,Центр,Премиум,Оптика,Да,Нет
